Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Recommendation_Frequency_Score,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,Purchase_Categories_List
2023-06-07 09:25:35,14,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Multiple times a day,Category Browsing,First page,3,Maybe,Never,Found a better price elsewhere,Often,Yes,Occasionally,Sometimes,1,Yes,1,3,Product recommendations,Quality of product is very poor according to the big offers,290492,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-07 18:29:14,30,Other,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Other,Multiple pages,2,No,Always,High shipping costs,Sometimes,No,Moderately,Sometimes,3,Sometimes,1,4,User-friendly website/app interface,UI,361818,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-11 23:20:57,46,Other,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,Keyword Search,First page,3,Yes,Often,Found a better price elsewhere,Never,No,Rarely,Yes,3,No,3,1,Wide product selection,Nil,726037,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-04 23:09:27,41,Female,Once a month,Home and Kitchen,No,Few times a month,Keyword Search,First page,5,No,Often,High shipping costs,Always,No,Occasionally,No,3,No,3,2,Customer service,better app interface and lower shipping charges,925850,['Home and Kitchen']
2023-06-07 22:41:10,65,Female,Once a month,Clothing and Fashion,No,Multiple times a day,Keyword Search,First page,3,Yes,Often,Found a better price elsewhere,Always,Yes,Occasionally,Sometimes,2,No,1,1,Customer service,Nil,272559,['Clothing and Fashion']
2023-06-12 14:49:47,45,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Filter,First page,4,Maybe,Always,High shipping costs,Rarely,No,Heavily,No,4,No,1,2,Customer service,Customer service responsiveness,681954,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-09 16:28:58,18,Male,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,Yes,Multiple times a day,Filter,First page,2,Yes,Never,High shipping costs,Always,Yes,Heavily,No,4,Yes,1,4,Quick delivery,I don't have any problem with Amazon,275574,"['Beauty and Personal Care', 'Home and Kitchen', 'Other']"
2023-06-04 21:10:08,51,Other,Once a month,Clothing and Fashion,Yes,Multiple times a day,Not specified,First page,3,No,Never,Other,Often,Yes,Moderately,Yes,1,No,1,2,Wide product selection,I don't have any problem with Amazon,794254,['Clothing and Fashion']
2023-06-07 13:00:08,5,Male,Few times a month,Clothing and Fashion,No,Multiple times a day,Category Browsing,First page,2,Yes,Always,Found a better price elsewhere,Sometimes,Yes,Rarely,Sometimes,1,Yes,5,4,Customer service,Product quality and accuracy,569157,['Clothing and Fashion']
2023-06-09 16:33:19,19,Other,Once a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Other,First page,2,Yes,Never,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,Yes,2,Yes,4,2,Not specified,Scrolling option would be much better than going to next page,174079,"['Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-12 15:59:10,37,Prefer not to say,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,Other,Multiple pages,1,Yes,Often,High shipping costs,Never,No,Rarely,Sometimes,1,Sometimes,3,2,Wide product selection,better app interface and lower shipping charges,576206,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-06 18:43:32,50,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a week,Keyword Search,First page,1,Maybe,Sometimes,Found a better price elsewhere,Never,No,Heavily,Yes,1,Yes,4,2,Customer service,Customer service responsiveness,417229,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-07 12:01:15,44,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,Not specified,Multiple pages,2,Yes,Sometimes,Found a better price elsewhere,Always,No,Occasionally,Yes,2,Sometimes,4,4,Not specified,User interface,545405,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-07 22:07:42,15,Male,Once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,Not specified,First page,3,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Heavily,Sometimes,5,Yes,5,5,Competitive prices,Scrolling option would be much better than going to next page,971092,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-08 17:30:12,36,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,Keyword Search,First page,5,Maybe,Sometimes,Found a better price elsewhere,Never,No,Heavily,Sometimes,4,No,3,5,All the above,Not specified,418021,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-08 17:19:41,17,Male,Multiple times a week,Clothing and Fashion;Home and Kitchen,Yes,Rarely,Filter,First page,4,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Rarely,Yes,2,Sometimes,4,3,User-friendly website/app interface,Shipping speed and reliability,226649,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-11 23:20:18,55,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,Filter,Multiple pages,3,No,Rarely,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,5,Sometimes,4,5,Competitive prices,I have no problem with Amazon yet. But others tell me about the refund issues,575180,"['Beauty and Personal Care', 'Clothing and Fashion', 'Other']"
2023-06-07 09:25:35,58,Other,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Few times a month,Other,First page,1,No,Often,High shipping costs,Never,No,Moderately,No,1,Yes,2,2,Customer service,Nil,846821,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Other']"
2023-06-04 20:00:11,52,Male,Once a week,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Filter,First page,5,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Never,No,1,Sometimes,2,5,Customer service,Customer service responsiveness,918632,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-06 11:49:21,45,Other,Less than once a month,Beauty and Personal Care;others,Sometimes,Rarely,Not specified,Multiple pages,1,Yes,Never,Found a better price elsewhere,Sometimes,Yes,Rarely,Sometimes,4,Sometimes,1,5,Competitive prices,Irrelevant product suggestions,524592,"['Beauty and Personal Care', 'Other']"
2023-06-09 10:24:58,59,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Few times a month,Other,Multiple pages,1,Yes,Often,Other,Sometimes,Yes,Occasionally,No,2,No,5,1,Competitive prices,Nil,220064,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Other']"
2023-06-08 14:21:41,41,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Category Browsing,Multiple pages,5,Maybe,Often,Other,Always,No,Heavily,Sometimes,4,No,1,3,Competitive prices,I have no problem with Amazon yet. But others tell me about the refund issues,979208,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-05 02:56:10,4,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,Not specified,First page,2,No,Sometimes,Changed my mind or no longer need the item,Never,No,Occasionally,No,3,Sometimes,2,3,Quick delivery,Reducing packaging waste,220422,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-04 22:37:00,45,Other,Few times a month,Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Category Browsing,First page,3,Yes,Never,Other,Sometimes,Yes,Rarely,Yes,5,No,5,2,Product recommendations,Nil,926517,"['Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-11 23:09:33,53,Other,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,Not specified,Multiple pages,2,Maybe,Never,High shipping costs,Always,Yes,Heavily,Sometimes,3,Yes,4,4,All the above,No problems with Amazon,743448,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Other']"
2023-06-05 10:37:36,64,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Few times a month,Filter,First page,2,No,Sometimes,Other,Rarely,No,Heavily,No,4,No,3,5,Competitive prices,Reducing packaging waste,627838,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Other']"
2023-06-07 18:30:43,4,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Keyword Search,First page,3,Yes,Never,Found a better price elsewhere,Always,No,Heavily,Yes,5,Sometimes,5,3,Customer service,Not specified,184290,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-11 23:28:26,33,Other,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Other,Multiple pages,5,No,Often,Found a better price elsewhere,Always,Yes,Heavily,Sometimes,5,Yes,5,2,Customer service,better app interface and lower shipping charges,851844,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-11 22:52:06,29,Male,Once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Not specified,First page,1,Yes,Rarely,High shipping costs,Sometimes,Yes,Rarely,Yes,2,No,4,3,All the above,Product quality and accuracy,132974,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-08 17:59:25,19,Male,Once a month,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Category Browsing,First page,2,No,Rarely,High shipping costs,Always,No,Moderately,No,1,No,1,3,Quick delivery,I have no problem with Amazon yet. But others tell me about the refund issues,123101,"['Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-07 17:58:12,33,Female,Less than once a month,others,No,Rarely,Keyword Search,Multiple pages,5,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Yes,2,No,5,3,Wide product selection,better app interface and lower shipping charges,429187,['Other']
2023-06-09 16:31:33,5,Prefer not to say,Once a week,others,Yes,Multiple times a day,Filter,Multiple pages,5,Yes,Often,High shipping costs,Always,Yes,Moderately,Sometimes,5,No,3,3,Wide product selection,Quality of product is very poor according to the big offers,495288,['Other']
2023-06-07 22:10:58,24,Male,Once a week,Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Other,First page,5,Maybe,Never,High shipping costs,Rarely,Yes,Moderately,Sometimes,4,Yes,2,5,All the above,I don't have any problem with Amazon,837831,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-09 19:22:11,40,Male,Few times a month,Clothing and Fashion,No,Rarely,Category Browsing,Multiple pages,4,Yes,Often,Other,Sometimes,No,Occasionally,No,1,Sometimes,2,1,Product recommendations,I have no problem with Amazon yet. But others tell me about the refund issues,285095,['Clothing and Fashion']
2023-06-11 23:08:35,17,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,No,Rarely,Other,Multiple pages,5,Maybe,Rarely,Other,Rarely,No,Rarely,No,5,No,3,5,Customer service,Customer service responsiveness,977144,"['Groceries and Gourmet Food', 'Home and Kitchen', 'Other']"
2023-06-08 17:23:05,65,Male,Multiple times a week,Home and Kitchen,No,Rarely,Filter,First page,5,Maybe,Always,Other,Sometimes,Yes,Moderately,Sometimes,5,Yes,3,5,Quick delivery,I have no problem with Amazon yet. But others tell me about the refund issues,590079,['Home and Kitchen']
2023-06-06 19:42:51,22,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a month,Keyword Search,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,2,Sometimes,4,1,Wide product selection,Shipping speed and reliability,886488,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-06 16:25:49,46,Other,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,Keyword Search,First page,3,No,Sometimes,Found a better price elsewhere,Always,Yes,Heavily,Yes,5,No,5,5,User-friendly website/app interface,I don't have any problem with Amazon,541525,"['Beauty and Personal Care', 'Clothing and Fashion', 'Other']"
2023-06-11 23:06:52,53,Other,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion,No,Multiple times a day,Other,Multiple pages,3,Yes,Always,Changed my mind or no longer need the item,Always,Yes,Rarely,Yes,4,Yes,3,1,Competitive prices,Quality of product is very poor according to the big offers,552825,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-11 22:52:06,58,Other,Less than once a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,Category Browsing,Multiple pages,5,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,5,Yes,4,1,Product recommendations,Irrelevant product suggestions,378667,"['Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-12 14:48:55,45,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Category Browsing,Multiple pages,1,Maybe,Rarely,High shipping costs,Often,No,Never,Sometimes,4,Yes,2,1,Quick delivery,User interface,366236,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-06 14:07:12,56,Other,Once a month,Clothing and Fashion;others,Yes,Multiple times a day,Other,Multiple pages,2,Maybe,Rarely,High shipping costs,Never,No,Heavily,Yes,3,Sometimes,2,3,Product recommendations,Shipping speed and reliability,903759,"['Clothing and Fashion', 'Other']"
2023-06-06 19:31:34,35,Female,Few times a month,Clothing and Fashion,Sometimes,Rarely,Category Browsing,Multiple pages,2,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Yes,3,Yes,1,4,Competitive prices,User interface,401761,['Clothing and Fashion']
2023-06-08 22:24:19,8,Male,Once a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Filter,First page,2,No,Never,Changed my mind or no longer need the item,Sometimes,No,Heavily,No,2,Sometimes,2,4,Quick delivery,Nil,954796,"['Beauty and Personal Care', 'Home and Kitchen']"
2023-06-06 10:36:14,31,Female,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword Search,Multiple pages,1,Maybe,Sometimes,Other,Sometimes,No,Never,Sometimes,5,Sometimes,3,5,User-friendly website/app interface,Shipping speed and reliability,428764,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-09 10:23:45,4,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Rarely,Keyword Search,First page,1,No,Never,Found a better price elsewhere,Always,No,Occasionally,Yes,2,No,5,4,Wide product selection,better app interface and lower shipping charges,464011,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-07 11:46:52,41,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Rarely,Not specified,First page,2,Maybe,Always,Found a better price elsewhere,Always,No,Rarely,Sometimes,3,Sometimes,3,2,Wide product selection,better app interface and lower shipping charges,465221,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-08 18:39:59,38,Male,Less than once a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Category Browsing,Multiple pages,3,No,Always,Other,Rarely,No,Never,No,3,Yes,3,1,Customer service,UI,554494,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-07 21:19:32,33,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Few times a week,Other,Multiple pages,3,No,Always,Other,Never,Yes,Rarely,Sometimes,5,No,5,3,Customer service,Reducing packaging waste,727281,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Other']"
2023-06-06 19:18:52,7,Other,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Keyword Search,First page,1,Maybe,Never,Changed my mind or no longer need the item,Sometimes,Yes,Never,Sometimes,3,No,5,3,Wide product selection,Customer service responsiveness,990360,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-06 20:01:47,48,Male,Once a month,Clothing and Fashion;others,Yes,Rarely,Not specified,First page,1,No,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,Yes,3,Yes,3,3,Not specified,Nil,838889,"['Clothing and Fashion', 'Other']"
2023-06-11 23:10:14,65,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple times a day,Keyword Search,Multiple pages,5,No,Rarely,Other,Often,Yes,Heavily,Yes,3,Yes,1,4,Customer service,Reducing packaging waste,606907,"['Beauty and Personal Care', 'Clothing and Fashion', 'Other']"
2023-06-09 10:26:51,15,Male,Less than once a month,Clothing and Fashion;Home and Kitchen,Yes,Rarely,Category Browsing,Multiple pages,5,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Never,No,1,Sometimes,3,5,User-friendly website/app interface,Product quality and accuracy,582156,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-08 17:39:54,58,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Category Browsing,First page,3,No,Always,Found a better price elsewhere,Sometimes,No,Rarely,Yes,3,Sometimes,1,2,Customer service,Nothing,124242,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-09 14:42:24,12,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Other,Multiple pages,3,Yes,Rarely,Other,Often,No,Occasionally,Sometimes,2,No,3,3,Wide product selection,Nil,937223,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-04 22:37:00,6,Other,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,Keyword Search,Multiple pages,1,Maybe,Never,Found a better price elsewhere,Sometimes,Yes,Moderately,No,4,No,2,2,Competitive prices,Customer service responsiveness,720409,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-07 13:00:09,61,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few times a month,Other,First page,4,Yes,Often,Found a better price elsewhere,Rarely,Yes,Moderately,Sometimes,1,Yes,4,4,Product recommendations,Shipping speed and reliability,682952,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-09 16:31:33,38,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Not specified,Multiple pages,5,Maybe,Always,Changed my mind or no longer need the item,Never,Yes,Rarely,Yes,2,Sometimes,4,3,Competitive prices,better app interface and lower shipping charges,636592,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-04 20:48:59,59,Male,Less than once a month,Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Other,Multiple pages,5,Maybe,Never,High shipping costs,Rarely,Yes,Occasionally,Yes,4,No,5,3,Competitive prices,I don't have any problem with Amazon,450488,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-05 21:58:17,3,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Not specified,First page,4,Maybe,Never,Other,Often,Yes,Heavily,No,2,No,5,2,Wide product selection,Scrolling option would be much better than going to next page,322984,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-08 20:26:58,18,Male,Few times a month,Groceries and Gourmet Food,Sometimes,Multiple times a day,Category Browsing,Multiple pages,1,Yes,Often,Found a better price elsewhere,Never,Yes,Rarely,Sometimes,1,Yes,1,3,User-friendly website/app interface,User interface,293123,['Groceries and Gourmet Food']
2023-06-07 03:08:03,35,Other,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,Category Browsing,First page,2,Yes,Rarely,Changed my mind or no longer need the item,Rarely,No,Never,No,3,No,3,1,Wide product selection,User interface,256411,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-04 18:31:41,61,Female,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Keyword Search,First page,2,Yes,Often,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,5,No,3,3,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues,902719,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-09 09:31:57,9,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Multiple times a day,Other,First page,1,Yes,Always,High shipping costs,Rarely,Yes,Moderately,Yes,2,Yes,1,2,All the above,Shipping speed and reliability,224992,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Other']"
2023-06-07 22:20:09,46,Female,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Keyword Search,Multiple pages,5,Yes,Sometimes,Found a better price elsewhere,Never,No,Never,No,4,No,2,1,Quick delivery,Customer service responsiveness,174407,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-09 15:00:03,65,Other,Once a week,Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Keyword Search,First page,1,No,Never,Changed my mind or no longer need the item,Never,Yes,Rarely,No,2,Yes,4,5,Not specified,No problems with Amazon,292978,"['Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-04 20:39:53,22,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,Not specified,First page,2,Maybe,Always,High shipping costs,Rarely,No,Occasionally,Yes,2,No,1,3,Competitive prices,Nil,863238,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Other']"
2023-06-06 12:00:16,59,Prefer not to say,Once a month,Clothing and Fashion,Sometimes,Few times a month,Not specified,First page,2,Maybe,Never,Found a better price elsewhere,Always,No,Rarely,Yes,4,No,4,2,All the above,Shipping speed and reliability,197090,['Clothing and Fashion']
2023-06-09 14:41:53,16,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Not specified,First page,5,Maybe,Always,High shipping costs,Sometimes,Yes,Moderately,Yes,1,No,3,2,Competitive prices,UI,556881,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-09 19:24:57,31,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,Filter,First page,3,No,Often,Found a better price elsewhere,Always,Yes,Rarely,No,5,No,5,5,Product recommendations,No problems with Amazon,711071,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-05 09:56:58,58,Other,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Rarely,Other,First page,3,Yes,Never,Found a better price elsewhere,Always,No,Heavily,Yes,2,Sometimes,4,4,Wide product selection,Irrelevant product suggestions,877624,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-07 12:01:15,57,Other,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Keyword Search,Multiple pages,2,Maybe,Often,Other,Always,No,Moderately,Yes,2,Sometimes,1,3,Product recommendations,Irrelevant product suggestions,223075,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'Other']"
2023-06-07 22:16:22,50,Prefer not to say,Once a month,Clothing and Fashion;others,Yes,Few times a week,Other,First page,5,Yes,Never,Found a better price elsewhere,Often,No,Moderately,Sometimes,3,No,2,2,User-friendly website/app interface,Nil,101141,"['Clothing and Fashion', 'Other']"
2023-06-06 19:10:14,47,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Other,First page,2,No,Never,Found a better price elsewhere,Often,No,Occasionally,Sometimes,2,No,2,2,All the above,Not specified,694180,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-11 09:31:41,9,Female,Multiple times a week,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few times a month,Other,Multiple pages,1,Maybe,Often,Other,Sometimes,Yes,Heavily,Yes,2,No,4,2,Customer service,Reducing packaging waste,747548,"['Beauty and Personal Care', 'Home and Kitchen', 'Other']"
2023-06-08 17:37:58,6,Male,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Rarely,Filter,First page,4,Maybe,Often,Changed my mind or no longer need the item,Rarely,No,Heavily,No,5,Yes,2,4,All the above,Product quality and accuracy,527994,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-04 22:37:00,43,Female,Few times a month,Clothing and Fashion;others,No,Multiple times a day,Filter,Multiple pages,5,No,Always,Other,Sometimes,No,Moderately,No,2,Yes,4,5,All the above,Customer service responsiveness,817828,"['Clothing and Fashion', 'Other']"
2023-06-07 19:17:13,43,Male,Few times a month,Groceries and Gourmet Food;Home and Kitchen,No,Few times a week,Not specified,First page,5,Maybe,Always,High shipping costs,Often,No,Rarely,Sometimes,4,Yes,3,3,Wide product selection,Quality of product is very poor according to the big offers,406879,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-07 21:18:55,25,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a month,Other,First page,2,Maybe,Never,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,4,Yes,2,5,User-friendly website/app interface,UI,816069,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-07 14:40:30,47,Prefer not to say,Less than once a month,Clothing and Fashion,Sometimes,Rarely,Other,Multiple pages,4,No,Always,Changed my mind or no longer need the item,Never,No,Moderately,No,5,Sometimes,3,1,Wide product selection,Nothing,429205,['Clothing and Fashion']
2023-06-05 00:36:02,25,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Rarely,Category Browsing,Multiple pages,4,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,No,Heavily,No,5,No,1,3,Customer service,Customer service responsiveness,507272,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Other']"
2023-06-06 18:46:21,28,Prefer not to say,Once a week,Clothing and Fashion,No,Few times a month,Other,First page,4,No,Never,Changed my mind or no longer need the item,Never,No,Occasionally,No,5,No,2,2,Customer service,Scrolling option would be much better than going to next page,116316,['Clothing and Fashion']
2023-06-04 21:48:15,62,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Filter,Multiple pages,5,No,Always,High shipping costs,Never,No,Rarely,No,4,Sometimes,5,4,Wide product selection,Add more familiar brands to the list,611044,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
